filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
FLNN-36-laguerre-1000-128-elu,74.9405665397644,75.12863755226135,0.053,0.054,0.892,0.796,0.258,-2.203,0.611,0.7,10.634,79.256,0.013,0.062
