true,predict
0.8905553217755876,1.0367255634142278
0.7421310123455098,0.7696988852799411
0.8479053285209102,0.8346522145397508
0.7447493355950572,0.7409906072862981
0.757845869851199,0.8073568351968774
0.7763116863306105,0.8209171329494355
0.8117149010126966,0.7738018633337103
0.883756473157439,0.9226933897412056
0.7243861593521916,0.7770946647492671
0.69912312607572,0.7372590608506131
0.8926811394863337,0.888346600240282
0.9136437936435516,0.8461668896429505
0.810424519193995,0.6722864446600386
0.7217525129571405,0.8155700086735505
0.7596545647646966,0.6737440013243201
0.743050956511329,0.8764937794014569
0.7755855583911044,0.7739842289555416
0.9117466218643816,0.8238201197369159
0.8392706628974274,0.8391868663216939
0.9303451957326478,0.9692547676958128
0.9584418598219584,1.018753337441475
0.7249160441159856,0.7030438488942936
0.8684124801403436,0.951116043457598
0.4768933421930136,0.5204090120173988
0.6771001532527973,0.6431340442494836
0.8209096737503452,0.728753135993666
0.8830347862335419,0.8159428711121497
0.874046148400655,0.8072766380559234
0.98471024482094,1.0297007823809758
0.8548745315054097,0.828009047187267
0.7552272153873103,0.7620145092940027
0.6887219571940849,0.7698404692848665
0.5529508392407414,0.6632847251141702
0.737665032816565,0.7320282537687108
0.8516320996100313,0.7117793504173832
0.9414813830719124,0.9837860128974701
0.7208057919134434,0.8849861319725536
0.6417167308757715,0.6695555984718282
0.8479472498022107,0.7828940810404073
0.7039364037162208,0.7242131139392367
0.7086864851396815,0.6951088644506997
0.7237623773877746,0.7231605461834081
0.7972875302398608,0.7568737529586632
0.8246364360349301,0.8712746836913041
0.6733478462150992,0.699306686745298
0.6882351144306839,0.6939007968607558
0.8242836422555155,0.8583752777836162
0.8818872256845529,0.8155746328708121
0.8739495316353386,0.7403724297622388
0.7129740179818248,0.7453884074830698
0.76316572979879,0.7635381945628356
0.6868760878974219,0.7697232709019983
0.669237499019493,0.747787800372067
0.9237255970417372,0.8154818420768182
0.7141940080740075,0.8472822823480883
0.7782399604630702,0.8261065024472198
0.8033039658356088,0.858250934975542
0.8140431940721682,0.6367880032632807
0.8466476329406376,0.9007038666809419
0.420623752891226,0.5044102631440739
0.623106019672975,0.6465911588145384
0.9079050631456248,0.7410297213683461
0.901027048039293,0.8782621062262658
1.0238827895570672,0.8758290352716371
1.1355555630531755,1.0758112131638358
0.9262321051770156,0.9673911762253031
0.7972047240706115,0.8526018014933785
0.7149941003141305,0.7798608005981736
0.5983975826570336,0.6076337754406187
0.6279570637482188,0.7910590614143531
0.8436032855136903,0.7959266333209618
0.777320465995291,0.9254901733076232
0.6080665499395331,0.687441654339056
0.6269377112576807,0.6232478147317899
0.879282912101462,0.835695731882637
0.6695200531939586,0.6906811762209683
0.6830299834810822,0.651159423104073
0.7467091785948572,0.6725930391133297
0.916475652045593,0.7693784397709373
0.733884163920095,0.8777766686668993
0.5902605918757194,0.6336002937945245
0.7173033860418709,0.655191915190612
0.7883768443476309,0.8277262322110691
0.7919379745350956,0.8071627426955337
0.8794423347326847,0.7686397282671523
0.7813146447901232,0.7167865198193303
0.8219425567955932,0.8318277774473036
0.7223713775676172,0.780038211323138
0.710802281717744,0.7174038877996779
1.0187970223705074,0.9458672118288513
0.7714488169428699,0.7964776336355286
0.8055014640841517,0.8122331249600749
0.7910107098906228,0.8343257390216433
0.9063646129933548,0.8099421815828342
0.8959040945153518,0.8742018531418325
0.5157315193827735,0.495793712848297
0.6871535704742582,0.6824045242095298
1.0012142425173969,0.8929340370558938
0.9930151591493012,0.9137831342509147
1.0752920541794238,1.0761527703191653
1.3367001238480205,1.178335372302938
1.0397357462586776,1.0904834914772508
0.896352702200982,0.9759876443899869
0.8168900820221757,0.8891584212559439
0.6864875768163212,0.739002764171784
0.6410442288625097,0.7601786755095487
0.8357831081789131,0.9033110058704628
0.6231911426336245,0.8100593920765007
0.6571185528009399,0.6051939060168543
0.7410216380244689,0.66366676857191
0.9730695901520016,0.9543442369976055
0.7493299217300226,0.7123195256493333
0.7666458209216942,0.7237747487376422
0.88490431391094,0.7787445726022542
1.052853890010418,0.9629087714099194
0.7751174128771242,0.8194223862996616
0.651308230811396,0.6575526223387911
0.754875095987865,0.7841760228220198
0.8689654567333746,0.821273784870792
0.7115647882287568,0.8180646196858213
0.873415410025866,0.796943914784517
0.8546233271655069,0.7811818047373884
0.9146757661775636,0.8834116259528374
0.8163047052844201,0.8299966125352809
0.8161704379776669,0.7894021199450066
1.03286644983845,1.0857130355206754
0.9150654376566074,0.8124651837834844
1.0044655475417672,0.8895664129804405
0.8180374810271683,0.9156347559870218
1.024853160083628,0.932680972567392
0.9853518326873684,0.93812969729194
0.6987206736870883,0.6002838008889397
0.8449282356637954,0.8049932071226157
1.103391039429585,1.044947401557083
1.1983916714474767,1.0373891520010006
1.2375268317337245,1.2226130605535672
1.4564926582386484,1.4511102455253557
1.2316167503840918,1.1993775591617486
1.0533304335565452,1.1664662167081625
0.97282061704434,1.0641588786634735
0.9017761180372372,0.8995353506535176
0.8189591854502296,0.882362412534175
1.016069663782762,1.032801475372864
0.7406685632322632,0.8304427088862654
0.8675333692179457,0.8332699632837529
0.9792875864399048,0.9315227848960805
1.080824553591207,1.1520672114618258
0.8842207827926034,0.8408860784480896
0.9407332530267888,0.8826009400561028
1.0657480423943273,0.9939621678352234
1.2053449704441563,1.1661247572239701
0.8958379646446124,0.9114925286919427
0.7509103916600677,0.8104824299308816
0.7654199819973285,0.8791708314959552
0.9060234878430778,0.8989185100321291
0.687904449101231,0.7416420447393859
0.8618856654405803,0.8365939433521176
0.8942771217872911,0.8329478508805199
0.8725988943901909,0.9347951670287464
0.7940129477830441,0.8211009415952146
0.8872484490548687,0.790550861122532
0.9354379122118568,1.052704890670103
1.078833894420035,0.8354751279994574
1.078943217677211,1.0390646573845679
0.6561243639732496,0.8306067900466022
0.8834150849968673,0.9051234509182087
0.7876276864173772,0.8350217316267836
0.6111333691139097,0.5326100018029445
0.7934530741923065,0.7232003204374048
0.94105347144853,0.9463956070735724
1.1705618794436017,1.0028793118860022
1.0177642608089137,1.1672314272097366
1.095964488152937,1.262703613444653
0.924982341507062,1.0125073947601269
0.7909219185263492,0.9096742362236231
0.7249982524163038,0.8225514497238862
0.7366805260450823,0.7315536830495845
0.5982536628202935,0.6953826216522883
0.8008286578984303,0.8497869578816891
0.5478288729265284,0.6073936513995548
0.6029609006408834,0.7131476431895089
0.7299925090540174,0.7437839863418582
0.685464369063929,0.8364990101673324
0.5797777321212119,0.5532073703421675
0.6899501311947422,0.6747228335676503
0.838477660079634,0.8084585312214507
0.9160224573743528,0.9883156916973992
0.6939283376284427,0.6805423254129439
0.5561539675226349,0.6219385562082953
0.5204120242262489,0.6199894661381429
0.676918990624327,0.6763994253253868
0.5689685963910928,0.4857152907265815
0.8020392213640546,0.6942113587146872
0.7798345372568843,0.7654638615394871
0.6251319735660408,0.7678545939685757
0.7482343282905141,0.6445785962433705
0.964611655044568,0.7970784718805302
0.8803098461771129,0.9402401121166998
1.1413220000229822,0.9872843808073954
1.2019981849777748,1.0604359007282538
0.5406306547061244,0.7449197413129056
0.8574906297749703,0.8489504131901686
0.6385251501148338,0.7404644507944391
0.5998758798124869,0.5199410516821654
0.8834203085432694,0.7719225828011785
0.8349311172564104,0.9296548806081552
1.3253115710967254,1.0642764284602397
1.0636609239751114,1.1348085472149432
0.9401317365909282,1.161580953647635
0.8219081550171786,0.9214240078189964
0.8511628204766025,0.8315580253712819
0.7496548414215374,0.8075649946696837
0.8449605381884873,0.7920192042847715
0.7279727899594726,0.7261182262142117
0.9577467812730022,0.9360394844410516
0.7888085644763757,0.7519512922958252
0.720759069718681,0.8194028856340765
0.7414609294354202,0.8362036563788651
0.6825712583115061,0.7231775032803281
0.6711221713456532,0.5812093306984996
0.7931774660335129,0.7643658904655735
0.9610495569981792,0.8997829138299452
1.0125219515299206,1.0283818588802416
0.8773630079630153,0.8091554171166282
0.7208637038545793,0.7479662358808086
0.7678777097301258,0.6711133674017444
0.7940427984769576,0.7933355397296143
0.8211779337970903,0.6482354048832956
1.000390408200602,0.9102784568842583
1.009580242604781,0.8726414714055877
0.701826275304289,0.8216836981642819
1.0075108970663458,0.8700220578048532
1.1977234883023342,1.1064956342769958
1.083524280327108,1.0541036704096745
1.2554484453886032,1.2483052734041182
1.3438000272683663,1.284736434741815
0.6121862758756451,0.7326785799107044
0.8738620855361849,0.9840296085981994
0.6301530287483645,0.7187563050063861
0.5577994871154974,0.6340075977619722
0.8827420402113664,0.8642270129866637
0.8519696001868287,0.8000463847361563
1.521447993848055,1.2656008264442293
1.1283280377578042,1.1811326241064877
0.9267934434607406,1.039708342276515
0.7681443764112784,0.8966494217160124
0.9396446140496096,0.8829812949744015
0.8013474513171708,0.8071133523986519
1.067317581329349,0.8872211640464294
0.8466903974887753,0.8976373862864994
0.9088513649528628,1.0900485664224777
0.9566486256016202,0.8684832943456129
0.8724161269252635,0.8677776369568585
0.7234556446197997,0.8657222236758508
0.7558473118716402,0.7086863472169468
0.7521134675680513,0.7287332378132028
0.8092137221882483,0.8384270414947786
1.012753151727798,0.9645841298580868
1.0410239480051635,1.0555901616934225
0.971172838927878,0.9178467798802921
0.8316789903245458,0.8151764400886317
0.9954131720226004,0.8275606947586379
0.8878507163987166,0.8434154756471095
0.9896518031339984,0.8554964927521346
1.114613565305819,1.0281691228840881
1.136629635651618,1.0379560624548665
0.7285338503354968,0.836811288059645
