filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
CL-PSO-MLP-3-relu-1000-50-1.2-0.4-0.9,502.4039077758789,503.64885210990906,0.013,0.019,0.811,0.658,0.061,0.62,0.81,0.44,1.507,62.511,0.845,0.964
