filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
FBIO-ELM-2-elu-1000-100,4321.573754787445,4323.656459569931,4.576,7.02,1.0,1.0,0.013,0.999,0.995,0.773,4.664,99.911,0.994,0.999
