filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
SLO-ELM-2-elu-1000-100,5609.389204025269,5618.777906894684,6.221,11.022,0.998,0.996,0.012,0.997,0.992,0.648,4.836,99.674,0.993,0.997
