filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
MLP-20-1000-256,82.67411971092224,83.49638509750366,4.798,7.801,0.999,0.998,0.014,0.999,0.997,0.771,4.787,99.891,0.993,0.998
