filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
ISLO-MLP-3-relu-1000-50,252.6688985824585,253.97264885902405,0.012,0.018,0.826,0.682,0.059,0.659,0.825,0.443,1.552,65.943,0.828,0.974
