filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
CL-PSO-ELM-1-relu-2000-100-1.2-0.4-0.9,335.2374224662781,335.39500427246094,0.144,0.189,0.398,0.158,0.18,0.059,0.318,0.454,2.849,6.967,0.393,0.684
