filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
SMA-ELM-2-elu-1000-100,3490.195078611374,3494.6240372657776,0.007,0.01,0.945,0.893,0.032,0.893,0.929,0.697,1.695,89.288,0.953,0.998
