filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
FBIO-FLNN-36-trigonometric-elu-1000-100,1733.8490898609161,1735.1034455299377,0.083,0.11,0.829,0.687,0.102,0.684,0.789,0.766,2.602,68.458,0.607,0.889
