true,predict
0.8905553217755876,-5.256899447151076
0.7421310123455098,-2.012310920513132
0.8479053285209102,12.405085914354702
0.7447493355950572,-9.974173131386815
0.757845869851199,11.523722350337277
0.7763116863306105,-8.742925792384616
0.8117149010126966,-0.7335514401948122
0.883756473157439,14.819384507109111
0.7243861593521916,-11.2168024684618
0.69912312607572,2.254672909660644
0.8926811394863337,3.289444908229089
0.9136437936435516,4.531737296105433
0.810424519193995,-7.301625933933051
0.7217525129571405,13.478764741544271
0.7596545647646966,-0.08386497626330203
0.743050956511329,-8.602643844778404
0.7755855583911044,2.400173054091127
0.9117466218643816,-2.6131094640133883
0.8392706628974274,3.6179080634540175
0.9303451957326478,-6.61338454153484
0.9584418598219584,4.567780629488988
0.7249160441159856,3.744319268103119
0.8684124801403436,1.5238618813568165
0.4768933421930136,0.6209681955564547
0.6771001532527973,1.7208672514956436
0.8209096737503452,1.3520941164132583
0.8830347862335419,-3.085110457989871
0.874046148400655,-2.6571059255350784
0.98471024482094,0.23715273622238908
0.8548745315054097,12.400408102579005
0.7552272153873103,-11.972080546815246
0.6887219571940849,13.784872641775248
0.5529508392407414,-1.414937740893699
0.737665032816565,2.8528559062146677
0.8516320996100313,-3.4830316217208033
0.9414813830719124,-1.3453096211339703
0.7208057919134434,-5.000278759641954
0.6417167308757715,-1.413546858492971
0.8479472498022107,12.778939678391545
0.7039364037162208,-9.213140967106382
0.7086864851396815,11.644859902564711
0.7237623773877746,-3.116071774489581
0.7972875302398608,-1.1136492497700665
0.8246364360349301,7.65000314454744
0.6733478462150992,-9.855527085942517
0.6882351144306839,7.537890417913331
0.8242836422555155,-1.491206563202498
0.8818872256845529,0.398572788150824
0.8739495316353386,-3.9657059069121647
0.7129740179818248,13.870834458278145
0.76316572979879,-2.0691001883912743
0.6868760878974219,-8.476499394546892
0.669237499019493,7.882905234234096
0.9237255970417372,-1.4348042561848344
0.7141940080740075,-0.264190112994528
0.7782399604630702,-3.8299480423978345
0.8033039658356088,5.7476223239534265
0.8140431940721682,5.395542451464241
0.8466476329406376,-2.2883535524025884
0.420623752891226,-2.103101907228276
0.623106019672975,5.985197184997549
0.9079050631456248,0.009965755115570962
0.901027048039293,-0.32439088728122545
1.0238827895570672,-7.23094354987723
1.1355555630531755,4.086750899079194
0.9262321051770156,6.1567918976372376
0.7972047240706115,-6.880670791988297
0.7149941003141305,11.627974973198622
0.5983975826570336,0.17358247889191258
0.6279570637482188,-1.3891420333704363
0.8436032855136903,-5.0779433060459
0.777320465995291,4.578647984930667
0.6080665499395331,-5.975282982581953
0.6269377112576807,-5.623411249414685
0.879282912101462,10.833761574083088
0.6695200531939586,-1.9086634093836878
0.6830299834810822,9.241698252972022
0.7467091785948572,1.8382225943048438
0.916475652045593,-4.116666410778705
