filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
SLO-ELM-2-elu-1000-100,3248.887157201767,3251.9655780792236,0.113,0.152,0.695,0.483,0.139,0.395,0.693,0.625,1.829,39.925,0.487,0.78
