filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
HHO-ELM-2-elu-1000-100,2849.4682323932648,2852.3875172138214,0.094,0.123,0.775,0.601,0.116,0.6,0.66,0.822,2.611,60.009,0.544,0.867
