filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
TLO-FLNN-36-chebyshev-tanh-1000-100,1497.6467378139496,1499.4348595142365,0.087,0.114,0.815,0.664,0.107,0.657,0.782,0.74,2.174,65.803,0.595,0.879
