filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
ISLO-ELM-2-elu-1000-100,4212.591465950012,4216.983157634735,0.009,0.013,0.911,0.83,0.043,0.828,0.877,0.725,1.672,82.911,0.921,0.995
