filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
SLO-MLP-3-relu-1000-50,330.2772421836853,332.3508310317993,9.057,12.976,0.999,0.998,0.025,0.997,0.993,0.512,4.424,99.698,0.973,0.995
