filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
SMA-ELM-2-elu-1000-100,3440.949305534363,3444.520288467407,0.149,0.198,0.439,0.193,0.185,-0.029,0.424,0.349,2.477,-1.439,0.361,0.671
