filename,time_train,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
0.15000000000000002-2-41-256-20-sigmoid-rmsprop,5.682076454162598,0.719,0.743,0.487,0.237,0.901,-13.024,-0.083,0.372,16.516,0.933,0.003,0.012
