filename,time_train,time_total,MAE,RMSE,R,R2s,MAPE,NSE,KGE,PCD,KLD,VAF,A10,A20
FLNN-36-chebyshev-1000-128-tanh,289.4508783817291,289.64635491371155,0.089,0.116,0.829,0.687,0.108,0.647,0.826,0.736,2.153,65.456,0.538,0.844
